ST,State,County State,County,CoC Number,FIPS ID
GA,Georgia,"Wilcox County, Georgia",Wilcox,GA-501,13315
GA,Georgia,"Wilkes County, Georgia",Wilkes,GA-501,13317
GA,Georgia,"Wilkinson County, Georgia",Wilkinson,GA-501,13319
GA,Georgia,"Worth County, Georgia",Worth,GA-501,13321
GU,Guam,Guam,Guam,GU-501,66010
HI,Hawaii,"Hawaii County, Hawaii",Hawaii,HI-500,15001
HI,Hawaii,"Honolulu County, Hawaii",Honolulu,HI-501,15003
HI,Hawaii,"Kalawao County, Hawaii",Kalawao,HI-500,
HI,Hawaii,"Kauai County, Hawaii",Kauai,HI-500,15007
HI,Hawaii,"Maui County, Hawaii",Maui,HI-500,15009
ID,Idaho,"Ada County, Idaho",Ada,ID-500,16001
ID,Idaho,"Adams County, Idaho",Adams,ID-501,16003
ID,Idaho,"Bannock County, Idaho",Bannock,ID-501,16005
ID,Idaho,"Bear Lake County, Idaho",Bear Lake,ID-501,16007
ID,Idaho,"Benewah County, Idaho",Benewah,ID-501,16009
ID,Idaho,"Bingham County, Idaho",Bingham,ID-501,16011
ID,Idaho,"Blaine County, Idaho",Blaine,ID-501,16013
ID,Idaho,"Boise County, Idaho",Boise,ID-501,16015
ID,Idaho,"Bonner County, Idaho",Bonner,ID-501,16017
ID,Idaho,"Bonneville County, Idaho",Bonneville,ID-501,16019
ID,Idaho,"Boundary County, Idaho",Boundary,ID-501,16021
ID,Idaho,"Butte County, Idaho",Butte,ID-501,16023
ID,Idaho,"Camas County, Idaho",Camas,ID-501,16025
ID,Idaho,"Canyon County, Idaho",Canyon,ID-501,16027
ID,Idaho,"Caribou County, Idaho",Caribou,ID-501,16029
ID,Idaho,"Cassia County, Idaho",Cassia,ID-501,16031
ID,Idaho,"Clark County, Idaho",Clark,ID-501,16033
ID,Idaho,"Clearwater County, Idaho",Clearwater,ID-501,16035
ID,Idaho,"Custer County, Idaho",Custer,ID-501,16037
ID,Idaho,"Elmore County, Idaho",Elmore,ID-501,16039
ID,Idaho,"Franklin County, Idaho",Franklin,ID-501,16041
ID,Idaho,"Fremont County, Idaho",Fremont,ID-501,16043
ID,Idaho,"Gem County, Idaho",Gem,ID-501,16045
ID,Idaho,"Gooding County, Idaho",Gooding,ID-501,16047
ID,Idaho,"Idaho County, Idaho",Idaho,ID-501,16049
ID,Idaho,"Jefferson County, Idaho",Jefferson,ID-501,16051
ID,Idaho,"Jerome County, Idaho",Jerome,ID-501,16053
ID,Idaho,"Kootenai County, Idaho",Kootenai,ID-501,16055
ID,Idaho,"Latah County, Idaho",Latah,ID-501,16057
ID,Idaho,"Lemhi County, Idaho",Lemhi,ID-501,16059
ID,Idaho,"Lewis County, Idaho",Lewis,ID-501,16061
ID,Idaho,"Lincoln County, Idaho",Lincoln,ID-501,16063
ID,Idaho,"Madison County, Idaho",Madison,ID-501,16065
ID,Idaho,"Minidoka County, Idaho",Minidoka,ID-501,16067
ID,Idaho,"Nez Perce County, Idaho",Nez Perce,ID-501,16069
ID,Idaho,"Oneida County, Idaho",Oneida,ID-501,16071
ID,Idaho,"Owyhee County, Idaho",Owyhee,ID-501,16073
ID,Idaho,"Payette County, Idaho",Payette,ID-501,16075
ID,Idaho,"Power County, Idaho",Power,ID-501,16077
ID,Idaho,"Shoshone County, Idaho",Shoshone,ID-501,16079
ID,Idaho,"Teton County, Idaho",Teton,ID-501,16081
ID,Idaho,"Twin Falls County, Idaho",Twin Falls,ID-501,16083
ID,Idaho,"Valley County, Idaho",Valley,ID-501,16085
ID,Idaho,"Washington County, Idaho",Washington,ID-501,16087
IL,Illinois,"Adams County, Illinois",Adams,IL-519,17001
IL,Illinois,"Alexander County, Illinois",Alexander,IL-520,17003
IL,Illinois,"Bond County, Illinois",Bond,IL-520,17005
IL,Illinois,"Boone County, Illinois",Boone,IL-501,17007
IL,Illinois,"Brown County, Illinois",Brown,IL-519,17009
IL,Illinois,"Bureau County, Illinois",Bureau,IL-518,17011
IL,Illinois,"Calhoun County, Illinois",Calhoun,IL-515,17013
IL,Illinois,"Carroll County, Illinois",Carroll,IL-518,17015
IL,Illinois,"Cass County, Illinois",Cass,IL-519,17017
IL,Illinois,"Champaign County, Illinois",Champaign,IL-503,17019
IL,Illinois,"Christian County, Illinois",Christian,IL-515,17021
IL,Illinois,"Clark County, Illinois",Clark,IL-515,17023
IL,Illinois,"Clay County, Illinois",Clay,IL-515,17025
IL,Illinois,"Clinton County, Illinois",Clinton,IL-520,17027
IL,Illinois,"Coles County, Illinois",Coles,IL-515,17029
IL,Illinois,"Cook County, Illinois",Cook,IL-510,17031
IL,Illinois,"Cook County, Illinois",Cook,IL-511,17031
IL,Illinois,"Crawford County, Illinois",Crawford,IL-515,17033
IL,Illinois,"Cumberland County, Illinois",Cumberland,IL-515,17035
IL,Illinois,"De Witt County, Illinois",De Witt,IL-512,17039
IL,Illinois,"DeKalb County, Illinois",DeKalb,IL-509,17037
IL,Illinois,"Douglas County, Illinois",Douglas,IL-515,17041
IL,Illinois,"DuPage County, Illinois",DuPage,IL-514,17043
IL,Illinois,"Edgar County, Illinois",Edgar,IL-515,17045
IL,Illinois,"Edwards County, Illinois",Edwards,IL-520,17047
IL,Illinois,"Effingham County, Illinois",Effingham,IL-515,17049
IL,Illinois,"Fayette County, Illinois",Fayette,IL-515,17051
IL,Illinois,"Ford County, Illinois",Ford,IL-512,17053
IL,Illinois,"Franklin County, Illinois",Franklin,IL-520,17055
IL,Illinois,"Fulton County, Illinois",Fulton,IL-507,17057
IL,Illinois,"Gallatin County, Illinois",Gallatin,IL-520,17059
IL,Illinois,"Greene County, Illinois",Greene,IL-515,17061
IL,Illinois,"Grundy County, Illinois",Grundy,IL-506,17063
IL,Illinois,"Hamilton County, Illinois",Hamilton,IL-520,17065
IL,Illinois,"Hancock County, Illinois",Hancock,IL-519,17067
IL,Illinois,"Hardin County, Illinois",Hardin,IL-520,17069
IL,Illinois,"Henderson County, Illinois",Henderson,IL-519,17071
IL,Illinois,"Henry County, Illinois",Henry,IL-518,17073
IL,Illinois,"Iroquois County, Illinois",Iroquois,IL-512,17075
IL,Illinois,"Jackson County, Illinois",Jackson,IL-520,17077
IL,Illinois,"Jasper County, Illinois",Jasper,IL-515,17079
IL,Illinois,"Jefferson County, Illinois",Jefferson,IL-520,17081
IL,Illinois,"Jersey County, Illinois",Jersey,IL-515,17083
IL,Illinois,"Jo Daviess County, Illinois",Jo Daviess,IL-518,17085
IL,Illinois,"Johnson County, Illinois",Johnson,IL-520,17087
IL,Illinois,"Kane County, Illinois",Kane,IL-517,17089
IL,Illinois,"Kankakee County, Illinois",Kankakee,IL-512,17091
IL,Illinois,"Kendall County, Illinois",Kendall,IL-506,17093
IL,Illinois,"Knox County, Illinois",Knox,IL-518,17095
IL,Illinois,"Lake County, Illinois",Lake,IL-502,17097
IL,Illinois,"LaSalle County, Illinois",LaSalle,IL-518,17099
IL,Illinois,"Lawrence County, Illinois",Lawrence,IL-520,17101
IL,Illinois,"Lee County, Illinois",Lee,IL-518,17103
IL,Illinois,"Livingston County, Illinois",Livingston,IL-512,17105
IL,Illinois,"Logan County, Illinois",Logan,IL-512,17107
IL,Illinois,"Macon County, Illinois",Macon,IL-516,17115
IL,Illinois,"Macoupin County, Illinois",Macoupin,IL-515,17117
IL,Illinois,"Madison County, Illinois",Madison,IL-504,17119
IL,Illinois,"Marion County, Illinois",Marion,IL-520,17121
IL,Illinois,"Marshall County, Illinois",Marshall,IL-518,17123
IL,Illinois,"Mason County, Illinois",Mason,IL-512,17125
IL,Illinois,"Massac County, Illinois",Massac,IL-520,17127
IL,Illinois,"McDonough County, Illinois",McDonough,IL-519,17109
IL,Illinois,"McHenry County, Illinois",McHenry,IL-500,17111
IL,Illinois,"McLean County, Illinois",McLean,IL-512,17113
IL,Illinois,"Menard County, Illinois",Menard,IL-512,17129
IL,Illinois,"Mercer County, Illinois",Mercer,IL-518,17131
IL,Illinois,"Monroe County, Illinois",Monroe,IL-520,17133
IL,Illinois,"Montgomery County, Illinois",Montgomery,IL-515,17135
IL,Illinois,"Morgan County, Illinois",Morgan,IL-519,17137
IL,Illinois,"Moultrie County, Illinois",Moultrie,IL-515,17139
IL,Illinois,"Ogle County, Illinois",Ogle,IL-518,17141
IL,Illinois,"Peoria County, Illinois",Peoria,IL-507,17143
IL,Illinois,"Perry County, Illinois",Perry,IL-520,17145
IL,Illinois,"Piatt County, Illinois",Piatt,IL-512,17147
IL,Illinois,"Pike County, Illinois",Pike,IL-519,17149
IL,Illinois,"Pope County, Illinois",Pope,IL-520,17151
IL,Illinois,"Pulaski County, Illinois",Pulaski,IL-520,17153
IL,Illinois,"Putnam County, Illinois",Putnam,IL-518,17155
IL,Illinois,"Randolph County, Illinois",Randolph,IL-520,17157
IL,Illinois,"Richland County, Illinois",Richland,IL-520,17159
IL,Illinois,"Rock Island County, Illinois",Rock Island,IL-518,17161
IL,Illinois,"Saline County, Illinois",Saline,IL-520,17165
IL,Illinois,"Sangamon County, Illinois",Sangamon,IL-513,17167
IL,Illinois,"Schuyler County, Illinois",Schuyler,IL-519,17169
IL,Illinois,"Scott County, Illinois",Scott,IL-519,17171
IL,Illinois,"Shelby County, Illinois",Shelby,IL-515,17173
IL,Illinois,"St. Clair County, Illinois",St. Clair,IL-508,17163
IL,Illinois,"Stark County, Illinois",Stark,IL-518,17175
IL,Illinois,"Stephenson County, Illinois",Stephenson,IL-518,17177
IL,Illinois,"Tazewell County, Illinois",Tazewell,IL-507,17179
IL,Illinois,"Union County, Illinois",Union,IL-520,17181
IL,Illinois,"Vermilion County, Illinois",Vermilion,IL-512,17183
IL,Illinois,"Wabash County, Illinois",Wabash,IL-520,17185
IL,Illinois,"Warren County, Illinois",Warren,IL-519,17187
IL,Illinois,"Washington County, Illinois",Washington,IL-520,17189
IL,Illinois,"Wayne County, Illinois",Wayne,IL-520,17191
IL,Illinois,"White County, Illinois",White,IL-520,17193
IL,Illinois,"Whiteside County, Illinois",Whiteside,IL-518,17195
IL,Illinois,"Will County, Illinois",Will,IL-506,17197
IL,Illinois,"Williamson County, Illinois",Williamson,IL-520,17199
IL,Illinois,"Winnebago County, Illinois",Winnebago,IL-501,17201
IL,Illinois,"Woodford County, Illinois",Woodford,IL-507,17203
IN,Indiana,"Adams County, Indiana",Adams,IN-502,18001
IN,Indiana,"Allen County, Indiana",Allen,IN-502,18003
IN,Indiana,"Bartholomew County, Indiana",Bartholomew,IN-502,18005
IN,Indiana,"Benton County, Indiana",Benton,IN-502,18007
IN,Indiana,"Blackford County, Indiana",Blackford,IN-502,18009
IN,Indiana,"Boone County, Indiana",Boone,IN-502,18011
IN,Indiana,"Brown County, Indiana",Brown,IN-502,18013
IN,Indiana,"Carroll County, Indiana",Carroll,IN-502,18015
IN,Indiana,"Cass County, Indiana",Cass,IN-502,18017
IN,Indiana,"Clark County, Indiana",Clark,IN-502,18019
IN,Indiana,"Clay County, Indiana",Clay,IN-502,18021
IN,Indiana,"Clinton County, Indiana",Clinton,IN-502,18023
IN,Indiana,"Crawford County, Indiana",Crawford,IN-502,18025
IN,Indiana,"Daviess County, Indiana",Daviess,IN-502,18027
IN,Indiana,"Dearborn County, Indiana",Dearborn,IN-502,18029
IN,Indiana,"Decatur County, Indiana",Decatur,IN-502,18031
IN,Indiana,"DeKalb County, Indiana",DeKalb,IN-502,18033
IN,Indiana,"Delaware County, Indiana",Delaware,IN-502,18035
IN,Indiana,"Dubois County, Indiana",Dubois,IN-502,18037
IN,Indiana,"Elkhart County, Indiana",Elkhart,IN-502,18039
IN,Indiana,"Fayette County, Indiana",Fayette,IN-502,18041
IN,Indiana,"Floyd County, Indiana",Floyd,IN-502,18043
IN,Indiana,"Fountain County, Indiana",Fountain,IN-502,18045
IN,Indiana,"Franklin County, Indiana",Franklin,IN-502,18047
IN,Indiana,"Fulton County, Indiana",Fulton,IN-502,18049
IN,Indiana,"Gibson County, Indiana",Gibson,IN-502,18051
IN,Indiana,"Grant County, Indiana",Grant,IN-502,18053
IN,Indiana,"Greene County, Indiana",Greene,IN-502,18055
IN,Indiana,"Hamilton County, Indiana",Hamilton,IN-502,18057
IN,Indiana,"Hancock County, Indiana",Hancock,IN-502,18059
IN,Indiana,"Harrison County, Indiana",Harrison,IN-502,18061
IN,Indiana,"Hendricks County, Indiana",Hendricks,IN-502,18063
IN,Indiana,"Henry County, Indiana",Henry,IN-502,18065
IN,Indiana,"Howard County, Indiana",Howard,IN-502,18067
IN,Indiana,"Huntington County, Indiana",Huntington,IN-502,18069
IN,Indiana,"Jackson County, Indiana",Jackson,IN-502,18071
IN,Indiana,"Jasper County, Indiana",Jasper,IN-502,18073
IN,Indiana,"Jay County, Indiana",Jay,IN-502,18075
IN,Indiana,"Jefferson County, Indiana",Jefferson,IN-502,18077
IN,Indiana,"Jennings County, Indiana",Jennings,IN-502,18079
IN,Indiana,"Johnson County, Indiana",Johnson,IN-502,18081
IN,Indiana,"Knox County, Indiana",Knox,IN-502,18083
IN,Indiana,"Kosciusko County, Indiana",Kosciusko,IN-502,18085
IN,Indiana,"LaGrange County, Indiana",LaGrange,IN-502,18087
IN,Indiana,"Lake County, Indiana",Lake,IN-502,18089
